reviewer_name,review_date,review_star_text,review_star_count,review_helpful_count,review
Abhishek Pathak,"September 3, 2020",Rated 1 stars out of five stars,1,199,"Useless App. While answering self assessment test question ""have you recently contacted a covid 19 patient"" there should be a ""not sure"" option. People are not transparent in telling whether they had Corona or not. Also the app should tell exactly with whom we came in contact. Another flaw is that when sometime back my neighbour from just across the street came positive the app for 10+ days kept showing no covid 19 patient in your area."
Praveen Singh,"September 14, 2020",Rated 1 stars out of five stars,1,231,Not even single feature works. The app have some bug in the bluetooth but always promt it to turn on. The recent contacts are less than 200 whereas people around me have more than 2k recent contacts. Bluetooth works in other apps so there is no fault in it. Totally bakwas app. I have already emaild the support team on 10th September 2020 but there is no response even after reminder emails.
sofy a,"August 8, 2020",Rated 3 stars out of five stars,3,8,App showing error as web address not found. I tried to reinstall and register. Not accepting my mobile number. I don't understand what to do as the app was working fine till yesterday. We don't get entry in office if the app doesn't work. Thanks for quick response.
Laxmi Naidu,"July 27, 2020",Rated 5 stars out of five stars,5,6,"This app is brilliant. But, i have a problem with this app. The problem is that whenever i open the app,the app is alerting me that near you some corona positive peoples are there.after that so many time i called to police officers to investigate all the positive peoples.but no people is getting positive because they are giving wrong information in arogya setu app by self testing. For that what we have to do. But i really appreciate our indian government for making this helpfull app.🇮🇳🇮🇮🇳"
Raman Ps,"October 15, 2020",Rated 5 stars out of five stars,5,1,"Quite easy to download. But, the questions do not remain for sufficient time. I was not able to type my gender as 'Male'.Other I fn I could fill up."
Prakshalraj Tated,"October 14, 2020",Rated 5 stars out of five stars,5,1,BUG: Selecting 500m radius just hides the 'in your area' panel and brings up the trending panel. Selecting other values of radius works fine.
Tanishq Agarwal,"November 18, 2020",Rated 4 stars out of five stars,4,3,wonderful app you can work on battery drainage and giving the data of each and every person came in contact.
Rishabh Garg,"November 15, 2020",Rated 2 stars out of five stars,2,0,Error message getting generated again and again!! I unistalled and installed the app but the same kind of error is coming up!!
Avinash Khairnar,"July 16, 2020",Rated 5 stars out of five stars,5,328,"This is a very good app. However, I feel it should expand its horizon to improve overall health of users. May include functions of app like Google Fit, having in catalogue for essential home remedies for common health problems. Water and medicine alarm track, vaccine track for kids, menstrual cycle track for women. etc.. so that arogya setu really act as setu post Covid also."
Saurav,"September 30, 2020",Rated 1 stars out of five stars,1,0,"First it was hard to register. Now when I try to self access, the page keeps on refreshing itself again & again without allowing me to self access"
Srikanth gupta,"July 14, 2020",Rated 4 stars out of five stars,4,261,App is working on bluetooth if enabled. And other person to use this app and also bluetooth should be enabled. As we cannot control this. additional features required on urgent basis like taking support of service provider bases on signal. Also with GPS. However this app is useful to govt. to get inputs from us and to take necessary precautions. This should disclose by govt.
Soumen Kumar Dey,"July 18, 2020",Rated 2 stars out of five stars,2,276,"I don't find it useful. In recent contacts, it list number of recent contacts with moderate risk or low risk. Instead it should raise some alarm when we come near some moderate risk people so that we can take more precautions. Also requesting people with moderate risk that you don't go out as it can spread to more person."
peace ful,"September 13, 2020",Rated 1 stars out of five stars,1,309,"First test- positive (it's also updated as positive ) ok, fine. second test - negative (but in this app,the result remains the same) #My question here is, why do you always have to stick to that same result? Can't it be changed to the new result? If you could then it would be better"
Shweta Singh,"August 22, 2020",Rated 3 stars out of five stars,3,239,"This is a wonderful app. And I am sure crores of people are benefitting from this. My concern is regarding the status change from Red to Green color, after one has recovered from covid. There is no option for the recovered person to update it. The local authorities say they have updated, but still the status is showing as red, 12 days after testing negative for covid. There needs to be better meachanisn for this updation. This is causing lot of issues"
Bhuvane Elangovan,"October 17, 2020",Rated 1 stars out of five stars,1,1,I also have the same problem as this has +91 prepopulated gives error message when I give india phone number. As I plan to visit from US not able to give my US number and it's mandatory at international Airport? It gives error logging in message. I use Samsung galaxy S9+ phone.
Prashant Kumar,"August 10, 2020",Rated 1 stars out of five stars,1,120,"I had registered on this but recently my phone got damaged. Now, wherever I try to register again on new device with same number, it is showing following message ""there is some error logging you in"" kindly advise its resolution as registered number was showing some critical informations which we need to get updated soon. 1) Samsung Galaxy M31,SM315F/DF. 2) Android version 10. 3) Tele Service Provider: Vodafone 6) India"
kri dahiya,"July 11, 2020",Rated 2 stars out of five stars,2,43,"It's was a nice application but it has started giving wrong assessment results off lately (when all the answers to ur questions are NO). How can someone with absolutely No symptoms, be highly infected? Plus, there is no call from ur side. When govt. can access this status & they feel that the user is highly infected (because app states that) , you don't even call and check upon the actual status. You should fix such issues on your app, as by fake results you are making people panic."
Kaushik Gadani,"August 14, 2020",Rated 1 stars out of five stars,1,131,"Getting 403 error since a day, after cleaning cache and reinstalling app, app is not recognising my mobile number in registration. It keep on saying ""There is some error logging you in"". There is no way I can get rid of this error and app make it back working. Tried everything reinstalling, rebooting, cleaning cache etc. But it seems something wrong at your server now."
Ravindra Shah,"July 8, 2020",Rated 2 stars out of five stars,2,46,"Myself and my wife have downloaded the app and have been together since the lockdown started. We go out together every time but the app shows different figures w.r.t. the cases and tests etc within 500m, 1km, etc. Moreover the recent upgrade shows number of people in contact and here too the figures in the app on our mobiles shows drastically different figures. How's that possible? The vast difference in all the figures that that app shows raises doubts about the authenticity of the data."
ISHITA SINGH,"August 6, 2020",Rated 2 stars out of five stars,2,149,For some reason this app gives me a message that the web page could not be loaded and I am not able to get any details. I have the latest updated app on my phone so no issues because of an older version. I an uninstalling it and going to reinstall the app in a few minutes. Will update the results of reinstallation here in the review if the app works for me after reinstallation.
Yash Sharma,"August 15, 2020",Rated 3 stars out of five stars,3,20,"Overall okay app, but it should give some kind of alert if we are near infected/ high risk or moderate risk person. Later on knowing that you that you were near infected person is of no use. Moreover it should tell that which of our contacts are infected/high risk or moderate risk persons, so that care should be taken while interacting with them."
Vittal Leo,"October 26, 2020",Rated 5 stars out of five stars,5,5,"Fantastic effort and superb concept/idea... this proves that where there is a will and good intentions, there is a way to solve the problem. Idea is well executed for the larger good.. Well done, congrats..."
ANANDARAJ RAMASWAMY,"July 8, 2020",Rated 5 stars out of five stars,5,382,"Aarogya Setu App is getting evolved to new heights, my whole hearted thanks to Goverment of India. Jaihind. One suggestion, please enable the app to work in auto rotation mode , so that some phone may have touch screen issues, because of this some may not be able to use. If auto rotation mode is enable, user with touch button issue will also get benifited. thank you."
Mohit Mittal,"August 15, 2020",Rated 1 stars out of five stars,1,0,It's working awkwardly lately. Showing that I m in contact of a positive person at a particular date and time. In reality I never visited that location as showing. Due to this it's showing high risk and I have no symptoms. Now I need to travel for career purposes but I can't because app is showing this status kindly check and verify please .
Yajnesh Jathan,"August 16, 2020",Rated 2 stars out of five stars,2,33,"It was good until I realised that the app doesn't notify me if I came in contact with an infected person through bluetooth proximity. Every time I have to tap the ""see recent contact"". App should notify me immediately so that I can be more careful if there is any infected person nearby me. Please do the needful"
Vishwa Mohan Saxena,"July 22, 2020",Rated 5 stars out of five stars,5,12,"Synced my contacts with server. It shows that one contact is at high risk. Since app knows the person name than it should show the name instead of giving ""person is at high risk"". Or atleast give the area or where contact got infected. Everything based on bluetooth proximity so app knows the location also. It would help to keep protected from infected person."
Gauri Nair,"July 5, 2020",Rated 2 stars out of five stars,2,8,Could you please tell us on how the new update works? It shows all the contacts made in a circle with dots along with the health status. Are these only nearby contacts or contacts made while travelling since I see the place of dots keep changing. Please give us a detailed explanation on how the latest update works as its very important to know about it right now. I see no one is clearly aware of it and it is not even written anywhere in the app of the latest update.
Arshi,"October 13, 2020",Rated 1 stars out of five stars,1,0,"In a Populus country like India, where people dnt have access to basic phone even, this app come out to be useless.... Moreover just downloading coz o have to travel through railways and airways and it's been instructed to do so... I have zero faith in it .."
Gowri Jadhav,"July 30, 2020",Rated 5 stars out of five stars,5,127,"Very bad experience as the OTP itself is not getting generated upon entering my mobile number for registration even after multiple deletion and re-installation of the app. 'There is some error logging you in' is the error which is repeatedly getting generated instead of the OTP. Edit: Thankyou for the quick response Aarogya Setu team, the problem is solved, could register myself successfully. 🙏🏼"
Girish Mohan,"September 4, 2020",Rated 2 stars out of five stars,2,32,"I installed the app for the first time a couple of days back. When I try to enter my mobile number in the prompt, it simply says ""there is some error logging you in"". Since I am a first time user, I expected to see a sign-up button of some sorts but in vain. Kindly assist on this problem"
Om Vishwakarma,"July 17, 2020",Rated 3 stars out of five stars,3,19,"App is good but the only problem is that I have old Android mobile with some defects related to SIM slot, and my primary and main mobile is Windows10 Phone which have network and working SIM slot. But the Aarogya Setu app works only on Android and IOS phones. What about those who are still in Windows phone? I can't buy a new phone only for using a special App."
Jatin Rohilla,"August 13, 2020",Rated 5 stars out of five stars,5,1,"highly appreaciable work has been done by our govt. . this app is perfect example of e governance. I wish the work that this app and our health officials are doing in this pandemic, will continue post COVID also. This can be proved a paradigm shift, and can help connecting more and more people, who are hitherto at a disadvantage when it comes to quality health service because of remotness."
Meher Patel,"September 9, 2020",Rated 2 stars out of five stars,2,162,"Hi, download the app, trying to register and upon entering my mobile number it prompts 'there is some error in processing your reques'. Have restarted and tried multiple times but unable to proceed beyond mobile number screen. Most other comments I see are facing a similar issue. How can we resolve it as I need the app to be active before 10th Sept."
Abhisek Pal,"September 29, 2020",Rated 1 stars out of five stars,1,2,"I don't understand the use of this app. I never got a real-time alert of high risk person around me but always got an information about high risk person number after when I checked it manually. Even if I don't know who is the person from whom I have a risk then how I safe from that situation in real time. If only number of downloads and information gathering about an individual is the moto of this app then it will get 5 star, otherwise it should be zero."
Raj Saptal,"July 28, 2020",Rated 3 stars out of five stars,3,14,I have a concern with this app.. if a person is tested positive the app status gets updated immediately... But unfortunately when the same person completes his treatment and does the second test and when the results are negative then the status is not updated.. why is this delay in updating the current and the correct status. I have also written on the email id that was provided with all the required details. But unfortunately still there is no update from your end.
burning desire,"July 7, 2020",Rated 5 stars out of five stars,5,35,"This app is good but needs some improvement like , report just after or immediately we came in contact with infected person with exact or nearest distance with them , 2).if they provide something alarm like things immediately after we get into contact with some one so that we can be aware our selfs at that moment and not so late as there is no advantage of this app so late."
subramanian n aiyer,"July 25, 2020",Rated 1 stars out of five stars,1,179,I have sent queries to the support team more than 30 days back. No response and not even an acknowledgement. This is an half baked app with people behind scenes not bothered about any improvement to this. For me it shows I came into contact with a person who was covid infected at a particular point of time and I was at the airport that time. How the airport authorities permitted such person to travel. Government just does any job mechanically without bothering for follow ups.
KN Reddy,"July 23, 2020",Rated 5 stars out of five stars,5,1,"Great initiative, it is intended to show isaues upto 10km. It appears at present data based on self check / self declaration as 11 covid +ve patient w and two deaths are declared within 7km range 4 days back but it still it is unable to show. As the +ve cases and precise location is available the same may please be updated on daily basis. Till that time false assurances through Ads (0ne more star lost) may pl be stopped. Any diagnosed security issues may be addressed to get 5 🌟 issues solved"
GADELAVARTHI SARATH,"September 4, 2020",Rated 1 stars out of five stars,1,34,"I'm using this app since it is launched but only shows 2 contacts that's it. I have travelled and even go out daily but still it is showing only 2 contacts. Already done resetting network, uninstalled and reinstalled, cleared data nothing works. Actually I think it is a waste of space by installing this app since it won't work. Better to uninstall rather than just consuming my data."
Yamini Jain,"October 9, 2020",Rated 1 stars out of five stars,1,0,Not useful.. doesn't show any alter or any message when you are near COVID patient. Government should feed data of currently positive patients. Very useless app.
Yogesh Dalavi,"July 16, 2020",Rated 4 stars out of five stars,4,18,First thing that come to my mind about that section which shows information about how many covid+ve people found in area specifically in the vicinity of 2/5/10 km should be large and not need to scroll. This is the main information the app is intended for..so make it larger and all other things are great as indian gov doing..thanks...
Pranay Sawant,"October 1, 2020",Rated 1 stars out of five stars,1,3,At checking status it says upload your data if you want to see other unknown data and in menu there's a warning message that only share your data if you are covid positive. I am safe until now but due to this stupid double meaning sentence I would have registered myself as COVID positive. Non sense
Pankaj Upadhyay,"September 3, 2020",Rated 3 stars out of five stars,3,168,There seems to be some issue. It's reporting isn't accurate since the time mentioned with contacts is wrong. I was alone in my car during that specific duration. Need to sort the tracing sooner to give accurate information. Else it will leave tension sigma on users. UPDATED: The development team takes notice and ask for suggestions which is a good sign. Only suggestion is to take identity among traffic scenario in account
Harpreet Bhatti,"July 27, 2020",Rated 1 stars out of five stars,1,11,"The app jumps to conclusions, has no relevance, is not updated properly either so at any given moment it can show any random conclusion For example in qurantine it showed low risk for me (i was quatantined next to the airport) and after being tested and being negative, the risk jumped to moderate simply because in their retarded survey i have replied thay i have hypertension (mild) and this hypertension has existed for a year or two and is mostly the result of a sedentary lifesty"
Dino Mon,"July 6, 2020",Rated 3 stars out of five stars,3,10,"The main disadvantage of the app is bluetooth must be switched on, it drains out the battery and most of the users will not be doing it. Hence the purpose is lost. It would have been much better if location based analytics are generated and control Bluetooth operation"
Sanjay Mandal,"August 4, 2020",Rated 5 stars out of five stars,5,120,"Very helpful app, First of all, thanks for developing it in very short period of time 🙏🙏 Issue: Different count shows in android and IOS phone, For me using android showing 5 cases within 500m but in IOS(I am having another phone) it shows 2 cases within 500m Logically, both devices should shows the same count as both must be fetching the same database right? Thanks once again entire team🙏"
Anshul Chauhan,"August 2, 2020",Rated 4 stars out of five stars,4,27,It is a good app but data is not shown properly in graph and in table....today in table overall confirmed cases stands 54735 but in graph it is showing more than 57000.....this is happening in many states data as well....why this is happening i dont know or it is a kind of poor management.....please make it correct...how can people rely on this data like this.
Priyanka Mangelkar,"November 24, 2020",Rated 1 stars out of five stars,1,0,"Not able to register in app gives error, ""There is some error"" Update - mail sent to support with screenshot please help"
Sanjay kumar Das,"November 30, 2020",Rated 1 stars out of five stars,1,0,There is no return option when answering the questions ask by application...if someone by mistakally choose another option then what .... He need start whole process again R.I.P Development......
Gulshan Madan,"July 18, 2020",Rated 4 stars out of five stars,4,277,"It's a good app but we are not informed about the high risk contact.Knowledge of it will help us to decide our PRIORITIES & future course of actions. This will definitely increase the number of users and make them open the app daily to know about their own risk. If there are constraints in disclosing the name then date, time and place must be informed for the benefit of all. IT'S A VERY GOOD APP FOR INDIANS WHO ARE PATRIOTIC AND ARE WILLING TO KEEP THEIR COUNTRY FIRST."
shweta bangera,"November 24, 2020",Rated 1 stars out of five stars,1,0,Why can't I login into this app? It only says there are some errors logging you in... It's being happening for days now
KASTHURI BAI Nayagam,"October 18, 2020",Rated 5 stars out of five stars,5,1,"This app was working fine till yesturday, but now when I open the app and it doesn't show any status or the page. (I am using moto g2). Please help us. (Edited- Now the app is working fine)"
Sharvani Srinath,"July 22, 2020",Rated 3 stars out of five stars,3,29,The app is doing very good. But I also think it lacks some sort of motivation. The app has a count of people who are infected in the last few days it is also very important to bring to people's notice of how many people have been recovered so far in the near by locality. Please include this as a part of your this app as it bring in positivity to everyone.
Rahul Murari,"October 12, 2020",Rated 4 stars out of five stars,4,0,overall app is good but can you add one feature of home location sometimes we forgot to open GPS if user left his/her home so app remind us to access GPS.
sivagangadhararao koya,"July 15, 2020",Rated 1 stars out of five stars,1,47,"I would like this app, better to add temperature checking option in that, I think it is a easy process to find the covid positive people. Already temperature checking tools available in market, same tools add in this app, so people easy to check their status, same status will go to hospital 🚑 it is easy to government taking action without skipping the positive people, process is difficult but try it."
Anoop Mathen,"July 24, 2020",Rated 4 stars out of five stars,4,19,"Overall a good app.The below are the problems 1)After self assessing,back button closes the app instead of taking it to home screen 2)Even after 14 days after contact with infected individual,I am still shown as high risk,whereas there should be a risk reduction to moderate or low.Plz understand that I cannot attend work because of this Plz clarify till when this high risk will persist as this is highly frustrating."
ROHAN PANDEY,"July 20, 2020",Rated 3 stars out of five stars,3,15,"This app works good but if in my family a few people have the same routine or same outing schedule due to COVID-19. When we 2 of our family go outside the house to shop something so our Smartphone Bluetooth, Internet Connection and GPS location is always on for Arogyasetu App. But when we came af home and again watched the app that in whome we came in contact who have mild, moderate or high risks of covid-19 or may be Healthy people. But sometimes this app shows different information on our phon"
Abhishek Sharma,"August 6, 2020",Rated 2 stars out of five stars,2,40,"I migrated from an Asus to Redmi/xiomi phone a few days back. I noticed on Redmi note pro 9 max phone, it isn't having option to upload data. And I think tracing is also poor, as my data is rapidly decreasing though I have met some new people during the course of days. This seems to be a flaw. Update - after having reported the issue, the support team did not checked the issue. Have mailed them all details and waiting for their fixes."
Shobhan Niluvase,"July 19, 2020",Rated 2 stars out of five stars,2,436,"I don't find it usefull. In recent contact, it lost number of recent contact with moderate risk or low risk. Instead it should raise some alarm when we came near came moderate risk people so that we can take more precalculation. And if 14 days is completed not changed from moderate risk to low risk or safe mode. Please solve this,......."
Kulbhushan Sharma,"August 7, 2020",Rated 3 stars out of five stars,3,5,Good app but it creates panic when you don't even meet or interact with an infected person and he just passes by thereby registering Bluetooth proximity for less than a minute or so... We don't know what range Bluetooth detects but it causes scare... The alert stays for 14 days... Hope to get an update...
SACHIN MANE,"August 11, 2020",Rated 5 stars out of five stars,5,37,"It's really good, but sometimes users are disabling their bluetooth connections so that they unable to be in connection with other users, so could you please think about this. Or you can show a window where we can check for how much percent the users bluetooth was activated according to his/her mobile activity."
manjeet singh,"October 5, 2020",Rated 1 stars out of five stars,1,0,Since I have installed this app it never informs whether any results. The purpose for inst is still not found .Whereas for others its quite useful. Please guide.
Ankur Kumar,"September 17, 2020",Rated 1 stars out of five stars,1,10,"Completely useless and a battery drainer. It should at least show nearby test centres. Update: Since they have responded quickly, keeping location on all the times consumes power too. And given that it's an app backed by the government it should show the nearby testing centres. Too much self-righteousness can make you deaf to criticism"
THUSHAR ADITYA,"July 28, 2020",Rated 5 stars out of five stars,5,12,"Excellent app for tracing,help ful in all kinds of works we do at out side. But I faced a problem that, this app at first showed how many user are there and how many tested unwell and also how many have got positive... Now I didn't get those all, it is giving just advises to wear a mask etc. Hope the team would solve this problem"
Raj Mondal,"July 19, 2020",Rated 4 stars out of five stars,4,2,"Till now it is good. But for more informative and to make viewers being more aware, this app should make a seperate column for ACTIVE CASES in states & our nation. Also some viewsers shocks to know total no. Of cases. if there any column for active case was there then the viewers will less effected by the news and live a little comfortably as the active case is lower than tha total cases."
Vijay Sahani,"November 14, 2020",Rated 3 stars out of five stars,3,0,The app i used 1 month later it logged out and tried to login again with same number .it tells there is same error logging in you.plese fix it.
Hiren Solanki,"July 8, 2020",Rated 3 stars out of five stars,3,14,"App is made simple and easy to use. It is also giving necessary information. The very critical information I found among all other is the status of the covid around me, yeah, those flash messages which are being displayed and getting scrolled automatically. I mean it would be nice to have them static messages instead Rolling them through a small text field. Thank you."
Brajeswar Pandey,"November 25, 2020",Rated 4 stars out of five stars,4,0,App is nice and provides status update if any contact traced with Covid-19. People need to upload data regularly to stay protected.
MANOJ KUMAR,"July 12, 2020",Rated 1 stars out of five stars,1,15,"Still i amazed how long you put same assment test option same, When Community transmission at it's peak stage. I suggest to change assment test options,(1) Travelled to infected areas, (2) Second Contacts , (3) Person who met you tested positive, (4) Travelled to Metro cities last 14 Days, (5) Visited any public Gathering areas, (6) Need to update Covid-19 symptoms. (7) Nearby any Covid-19 cases noted past 28 days"
AKSHAY KUMAR JHA,"July 27, 2020",Rated 4 stars out of five stars,4,3,"Sometimes, it does not load IN YOUR AREA NOW section. Once or twice I had to reinstall the app and it showed. With the most recent update, no longer showing it even after reinstalling. It shows loading window and vanishes. Please fix the problem."
Amar Patil,"July 16, 2020",Rated 1 stars out of five stars,1,9,"This app is quite useless.When a person self assesses the it directly give the message of MILD SYMPTOMS when the person is in perfect condition. Also there is discrepancy in the data which is shown.The infected people should be shown on the google maps. This is for App for the idiots, for the idiots and by the idiots. DON'T DOWNLOAD THIS APP. Remove the junk ads PMcare Fund, Trending things. INDIA CANNOT CONTROL PANDEMIC OF CORONAVIRUS."
Hardik Rathod,"July 1, 2020",Rated 4 stars out of five stars,4,386,"As this apo has been mandatoy now, in organisations HR & Security do check the status of the app on daily basis. People used to self check daily but there is no indiaction of date of self check, the date should be visible to know that when a particular person has self checked, i think most of people does not do self check daily. Showing of date will be more helpful."
Subramaniam Shanmugavelu,"October 12, 2020",Rated 3 stars out of five stars,3,0,Not dependable. Gives random number for the past 28 days reported cases. Retains same results when you move to New location.
Atul Vats,"July 14, 2020",Rated 5 stars out of five stars,5,37,Excellent app. One of my colleague was diagnosed covid + but he did not disclose. Because of Aayogya setu my status turned orange & I was able to trace him with my recent interactions. Suggestion Interlocking of logging in with same mobile number (inside phone) should be done so that no one can misuse it. ( similar to Aadhar app).
Shiva Kumar,"July 16, 2020",Rated 1 stars out of five stars,1,1,It's not at all use full there more than 8 cases near me with in 300m radius still it's showing nothing. Waste of time using this. It showing only the app users status but most of the people are uneducated also don't have a smart phone. At list show the is area is in green zone are red zone and how many are infected. Please update this asap.
subhroo mohan dutta,"August 16, 2020",Rated 4 stars out of five stars,4,14,Many people I have seen... just download this app... But willingly or unwillingly doesn't start the Bluetooth on their phone (which means this app is not working properly)... Developer plz add the feature that... If someone download this app..the Bluetooth is automatically and mandatorily start... So that the purpose of this app is fulfilled.
Sagar Chhaniyara,"October 16, 2020",Rated 1 stars out of five stars,1,0,Can't register. There is some error logging you in. Android version 10. Samsung galaxy s10E. Kindly fix the issue.
Sudhan Paranjape,"July 17, 2020",Rated 4 stars out of five stars,4,0,"17 Jul 2020 - after communicating, sharing error snapshot and other requested details via email with Aarogya Setu support team and then followed by long wait time (without any communication from support team), finally issue resolved today. Thank you Aarogya Setu support team for working in background and resolving the issue. Upgrading the star rating now from 1 to 4. 03 Jun 2020 - As soon as mobile number is mentioned, it says ""There is some error logging you in"". Cannot proceed further."
Piyush Prabhune,"July 9, 2020",Rated 3 stars out of five stars,3,31,"I think there is some bug in this app after last update. My status is showing low risk of infection, and after clicking Know Why option it shows that I came in contact with some infected person. But for your kind information from last 12 - 15 days I have not gone out of my house and even my family members were not gone out of the house. So I don't know how it's showing that I came in contact of the infected person.. Please update......"
Rahul Robert,"September 4, 2020",Rated 2 stars out of five stars,2,24,"Im facing issue with self assessment test. Previous 2 months working fine, currently I am facing this problem in app, my office without aarogya setu app there are not allowing enter the office. I did uninstall and reinstall more than 10 times restart the mobile put on flight mode also everything I did from my side. After taking self assessment the front screen it's not showing any result please tell me what I have to do any other option to show"
A.V.Mythili Saran,"September 6, 2020",Rated 5 stars out of five stars,5,11,"Dear Sir, Please pass a strict G.O. to construct us back. improve/instruct that to give instant alert/3 beeps/vibrate , when in bluetooth range it enables us/all to take precaution to move away from that location, it must be instructed for all government and private, school, libraries, amusements, any patient in any clinic/medical shop/hospital/other organisations employees must possess smart device installed in it during duty hours, genrate log txt of lat,long,time, duration 10sec to survive🙏"
Chaitanya Tarra,"July 6, 2020",Rated 1 stars out of five stars,1,428,"Useless app. When an app is developed to have fast communication, it should have proper access for every user to reach helpline. It says 'Please check the number you dialed' when u click on call helpline. If we just need to look at those pictures, we don't need an app for it, can look in Google too."
Vins,"September 9, 2020",Rated 4 stars out of five stars,4,113,"Couple of suggestions- 1. Add link to FAQs to menu option, currently only available at lower end of home screen 2. As status reliability is dependent on duration while Bluetooth / GPS was ON. So add thin but visible progress bars (2 - 1 for each connectivity option) across the width of home screen or gradient shading of status area. Do consider duration to use for representation as most will keep then ON only during active time of day (i.e. switch off at night or once back home)"
Atul Mehla,"September 8, 2020",Rated 1 stars out of five stars,1,153,can't get past the otp screen. It seems like their otp verification is not working as I have tried two different devices with two different numbers. Tried multiple time but no luck. Please fix. Update: changed rating from 2 to 1. Reason: considering how all these government apps are developed and how the otp system requires you to be in india with an Indian number for the otp system to work is a poor way of authentication. If there was an option to give 0 stars I definitely would.
Sangram Chaudhuri,"July 13, 2020",Rated 4 stars out of five stars,4,12,"'See recent contacts' is the most important feature of this app. But it's still not so useful. Please try to make a live map based service where every Aarogya Setu user can see the density of COVID-19 affected people or unhealthy people in real-time, so that, they can avoid to go that particular red zone. On the other hand, 'self-assesment' is a useless feature, nobody wants to tell their actual health condition due to some unknown fear. And lastly, make this app available for smartwatches."
Sanjeet A,"August 25, 2020",Rated 2 stars out of five stars,2,10,"App is able to display me the no of covid diagnosed people in my vicinity but the recent contact is certainly not working. I keep my bluetooth and location on for all the time. Also the app has very poor navigation. If I am watching a video, pressing back button exits the app. And this navigation issue exists throughout the app."
# J,"September 21, 2020",Rated 1 stars out of five stars,1,0,"Not working properly, it is redirecting me to the registeration process, i'm using lg bello d335 cell phone. Find a solution to get this app start in my device."
subhajit dutta,"August 12, 2020",Rated 3 stars out of five stars,3,12,The updated version of the app shows if I have been in contact with an infected person that's great. But the thing is today it is showing that I have been in a contact with a infected person at 13:09 but the time shown in there is not correct as I was driving I can say this because I received a call at 13:06. Than how can I came in contact with some one at 13:09. Need to work on this otherwise all fine..
Ankur,"September 19, 2020",Rated 5 stars out of five stars,5,1,This app save my life. When I check this app for checking it is showing you are at risk I thought it has some problem but tomorrow some medical official came and paste home quarantine poster on next floor of my house (less tha 30 meter distance from my house) Thankyou modi ji.
CA. KIRANKUMAR R N,"July 7, 2020",Rated 3 stars out of five stars,3,829,"Hi, I have been using this app since it launched. However since one week my status showing ""unable to evaluate your risk"". Please advise how to fix issue. Another suggestion from my end. Can you please indicate in this app the street or cross roads identification of positive cases so that we can avoid such main or cross roads. For instance there are 5 positive cases within 500 ms in my case but we are clueless which main or cross roads exactly so that we can avoid those Streets."
Anupama Gupta,"August 7, 2020",Rated 5 stars out of five stars,5,37,"It can be improvised by including the feature of temp check in the app using infrared model. Also, it can be sync/connected with the equipment measuring vitals like BP & PR of the patient(as is done in govt set ups in Japan for the purpose of health surveillance). Overall the app is fine & working fairly good for the purpose it's meant.Great work."
Niketa Singh,"July 5, 2020",Rated 4 stars out of five stars,4,452,"App is evolving and there is lot of scope of improvement. With latest update, it shows how many users I got in contact who are at high risk. It should also show the contact number of those high risk people so that we can keep a check if they are found Covid positive and do we need to test if any minor symptoms are there."
MAHATMA KOVVADA,"August 26, 2020",Rated 1 stars out of five stars,1,16,Use less app even no star option will be there I will give that. When ever we are near to covid positive person or high risk person no alarm no alerts it's showing. After that if we search in the status it's showing one high risk . What is the use of this. Even it is not showing the date and time for which the high risk contact is near by me . so that we will take extra care when we visit the same place or area. Lot of modification has to be done otherwise it's useless app.
Partha P Majumdar,"September 28, 2020",Rated 1 stars out of five stars,1,0,Ridiculous app. Same questions being asked since Day 1. 45 days from foreign visit is long over. Kindly change parameters in view of community transmission.
Deepak B. Chand,"July 28, 2020",Rated 4 stars out of five stars,4,37,"This is good app. But it does not capture the correct data for individual. For example, I was in the meeting at 9 to 10 PM, but it is showing I was met with someone on 9:22PM. Just want to know, how does it capture the information. I believe, this needs to be fixed. Regards Deepak"
Rishi raj Hada,"July 17, 2020",Rated 2 stars out of five stars,2,17,"Need to update the self assessment questionnaire. The demographics have changed, new symptoms have been added, new containment zones are added. But the questionnaire remains the same. It need to be updated. People are doing International travel then why that question is still there."
Unexplored India,"September 12, 2020",Rated 2 stars out of five stars,2,147,"M not able to login since i last updated my app. It always shows ""there is some error loging you in "" . I supported the app and downloaded it in the starting but now after various updates it stopped working. I am using Samsung Galaxy A30s . I also uninstalled the app and downloaded it again so If u could help it would be great, because i almost missed my last flight due to the app as it was not loging me in and i wasnt able to show the status to the official."
Sanyam Basran,"November 26, 2020",Rated 1 stars out of five stars,1,0,App is useless. Doesn't give appropriate data. This is the only app...where everyone has given 1 star and still it's rating is 4.1 out of 5 😂
Shripad Deshpande,"August 18, 2020",Rated 3 stars out of five stars,3,25,"Very nice initiative by the Govt and makers of this app. However, it shows different numbers positive around even if accessed from not densely populated area and persons in the same building. Yesterday it showed 1 person positive in 500m whereas today it shows 151 positive cases on my mobile. In someone else's mobile, it shows only 1 person positive around. Please look in to it and correct it. Thanks!"
YOGESH DESAI,"August 13, 2020",Rated 2 stars out of five stars,2,19,"Not a perfect app. Because at the same time and same place it is showing different results in 2 different mobiles. However both mobiles are used at same place. Also provide the Covid updates with district, taluka or village wise. You can give us such results by clicking the State. So that it will much useful."
